HARPER,20140617,3.80,3.80,3.80,3.80,2478
HAWE,20140617,3.09,3.14,3.07,3.10,307700
HELIO,20140617,7.00,7.00,7.00,7.00,2
HERKULES,20140617,2.42,2.50,2.42,2.47,20552
HUTMEN,20140617,4.30,4.30,4.22,4.22,2855
HYDROTOR,20140617,33.49,33.49,32.60,32.70,64
HYGIENIKA,20140617,2.49,2.53,2.48,2.51,29678
HYPERION,20140617,2.75,3.00,2.75,3.00,504
IDEATFI,20140617,0.79,0.81,0.79,0.80,4022
IFCAPITAL,20140617,1.26,1.26,1.21,1.24,91
IIAAV,20140617,11.14,11.17,11.14,11.17,7300
IMCOMPANY,20140617,10.00,10.00,9.95,10.00,9503
IMMOBILE,20140617,1.92,1.92,1.89,1.90,35849
IMPEL,20140617,29.55,30.00,29.55,30.00,895
IMPEXMET,20140617,2.62,2.63,2.58,2.59,101759
INDYGO,20140617,1.37,1.40,1.35,1.35,99179
INDYKPOL,20140617,36.40,36.40,35.01,36.39,63
INGBSK,20140617,126.85,133.10,126.85,132.40,34047
INPRO,20140617,5.40,5.40,5.40,5.40,1
INSTALKRK,20140617,18.30,18.55,18.30,18.50,1746
INTEGERPL,20140617,239.75,243.00,239.00,243.00,6375
INTERAOLT,20140617,15.00,15.15,15.00,15.11,2279
INTERBUD,20140617,1.24,1.24,1.13,1.17,14456
INTERCARS,20140617,187.10,187.90,184.00,184.55,1725
INTERSPPL,20140617,1.71,1.71,1.70,1.71,520
INTROL,20140617,8.25,8.25,8.19,8.19,960
INVCEEFIZ,20140617,442.78,442.78,442.78,442.78,3
IPERMFIZ,20140617,68.65,68.65,68.65,68.65,10
IPOPEMA,20140617,5.59,5.59,5.56,5.59,2508
IQP,20140617,1.22,1.22,1.16,1.22,10
IVMX,20140617,3.77,3.77,3.70,3.75,1002
IZOLACJA,20140617,0.70,0.70,0.70,0.70,2
IZOSTAL,20140617,5.80,5.80,5.76,5.80,711
JHMDEV,20140617,0.51,0.51,0.50,0.51,57530
JSW,20140617,45.08,46.00,45.08,46.00,39413
JUPITER,20140617,0.44,0.45,0.44,0.45,9464
JWCONSTR,20140617,3.50,3.50,3.38,3.38,14933
K2INTERNT,20140617,11.21,11.80,11.21,11.80,313
KANIA,20140617,2.69,2.70,2.65,2.69,30966
KBDOM,20140617,4.36,4.36,4.14,4.14,1610
KERNEL,20140617,33.34,33.50,33.10,33.30,128835
KETY,20140617,213.85,216.65,212.15,212.30,947
KGHM,20140617,120.90,122.65,120.80,122.00,562803
KINOPOL,20140617,16.60,17.00,16.60,17.00,868
KOFOLA,20140617,35.15,35.15,34.80,34.80,61
KOGENERA,20140617,69.50,70.78,69.50,70.78,58
KOMPAP,20140617,8.11,8.38,7.45,7.45,765
KOMPUTRON,20140617,9.45,9.45,9.04,9.18,62799
KONSSTALI,20140617,24.95,24.96,24.95,24.96,52
KOPEX,20140617,12.59,12.72,12.50,12.60,12505
KPPD,20140617,28.50,28.50,28.15,28.15,570
KRAKCHEM,20140617,5.89,5.89,5.73,5.79,1789
KREC,20140617,7.35,7.35,7.22,7.35,2772
KREDYTIN,20140617,19.50,20.80,19.50,19.84,42366
KREZUS,20140617,6.17,6.51,6.05,6.30,103486
KRUK,20140617,94.13,95.75,94.13,95.60,3411
KRUSZWICA,20140617,59.20,60.84,59.20,60.09,1761
LCCORP,20140617,2.19,2.21,2.18,2.21,294569
LENA,20140617,4.28,4.30,4.26,4.30,2269
LENTEX,20140617,7.78,7.93,7.74,7.93,21369
LIBET,20140617,3.20,3.20,3.11,3.11,844
LIVECHAT,20140617,18.21,18.21,17.82,18.20,1649
LOTOS,20140617,38.00,38.35,37.91,37.95,82326
LPP,20140617,8302.60,8384.95,8201.15,8300.00,392
LSISOFT,20140617,6.41,6.41,6.21,6.21,1167
LUBAWA,20140617,1.16,1.19,1.16,1.18,54145
MABION,20140617,49.69,49.89,49.04,49.49,26409
MAGELLAN,20140617,71.96,73.00,70.86,71.92,2483
MAKARONPL,20140617,4.19,4.40,4.18,4.40,19031
MARVIPOL,20140617,7.00,7.00,6.87,6.99,594
MBANK,20140617,509.10,511.60,503.00,506.00,12952
MCI,20140617,9.75,9.91,9.75,9.87,91598
MEDIATEL,20140617,0.74,0.75,0.74,0.75,15001
MEDICALG,20140617,251.50,265.00,251.00,260.05,2140
MENNICA,20140617,14.00,14.09,14.00,14.09,258
MERCATOR,20140617,13.03,13.03,12.60,12.99,750
MERCOR,20140617,19.05,19.10,18.70,18.72,47832
MEXPOLSKA,20140617,2.20,2.20,1.97,1.97,8001
MFO,20140617,11.00,11.00,11.00,11.00,172
MIDAS,20140617,0.55,0.56,0.55,0.55,100810
MIESZKO,20140617,3.60,3.60,3.57,3.60,147
MILKILAND,20140617,6.60,6.60,6.60,6.60,180
MILLENNIUM,20140617,8.32,8.49,8.32,8.49,611950
MIRBUD,20140617,1.51,1.54,1.51,1.53,113492
MIT,20140617,0.40,0.42,0.40,0.40,603042
MNI,20140617,1.70,1.70,1.67,1.67,13182
MOBRUK,20140617,22.00,23.98,21.50,21.51,2282
MOL,20140617,170.20,172.65,170.15,172.25,126
MONNARI,20140617,8.53,8.63,8.48,8.63,14146
MOSTALPLC,20140617,15.20,15.20,14.72,14.79,1637
MOSTALWAR,20140617,5.55,5.59,5.50,5.55,5319
MOSTALZAB,20140617,1.92,1.95,1.91,1.93,638514
MUZA,20140617,3.58,3.58,3.58,3.58,10
MWTRADE,20140617,17.09,17.09,17.09,17.09,186
NETIA,20140617,5.25,5.29,5.01,5.10,605380
NETMEDIA,20140617,3.52,3.52,3.40,3.40,1716
NEUCA,20140617,235.30,239.85,233.10,233.10,1124
NEWAG,20140617,19.70,19.79,19.45,19.76,1901
NEWWORLDR,20140617,1.46,1.47,1.41,1.45,12669
NFIEMF,20140617,12.40,12.50,12.40,12.50,342
NOKAUT,20140617,1.27,1.30,1.17,1.20,9421
NORTCOAST,20140617,0.40,0.40,0.38,0.40,3121
NOVITA,20140617,32.75,32.75,31.75,32.75,1648
NOWAGALA,20140617,1.40,1.40,1.40,1.40,1000
ODLEWNIE,20140617,2.42,2.42,2.32,2.40,2523
OLYMPIC,20140617,8.05,8.05,8.05,8.05,35
OPENFIN,20140617,9.35,9.60,9.30,9.50,5210
OPONEO.PL,20140617,13.01,13.30,13.01,13.30,2595
ORANGEPL,20140617,10.37,10.40,10.22,10.29,3092277
ORBIS,20140617,42.49,43.19,42.05,43.19,4394
ORCOGROUP,20140617,2.24,2.42,2.24,2.39,60218
OTLOG,20140617,200.50,201.00,199.00,201.00,90
OTMUCHOW,20140617,9.20,9.45,9.20,9.27,1183
OVOSTAR,20140617,70.00,73.00,70.00,72.00,4666
PAGED,20140617,38.80,39.08,37.84,38.53,6170
PATENTUS,20140617,1.48,1.52,1.44,1.51,7108
PBG,20140617,2.09,2.10,2.07,2.09,8020
PBOANIOLA,20140617,0.80,0.80,0.80,0.80,100
PBSFINANSE,20140617,4.16,4.17,4.16,4.16,1118
PCCEXOL,20140617,3.90,3.91,3.90,3.91,393
PCCINTER,20140617,1.60,1.60,1.55,1.55,21546
PCGUARD,20140617,1.23,1.24,1.06,1.08,1653838
PCM,20140617,42.99,43.00,40.30,42.99,3150
PEIXIN,20140617,17.69,17.74,17.00,17.74,3139
PEKAES,20140617,11.54,12.00,11.54,12.00,2021
PEKAO,20140617,183.00,185.50,181.75,182.35,514138
PELION,20140617,77.70,80.19,77.70,78.30,11476
PEP,20140617,26.20,26.20,25.40,26.20,21
PEPEES,20140617,0.53,0.54,0.52,0.54,9616
PGE,20140617,21.45,22.30,21.30,22.30,3710744
PGNIG,20140617,5.12,5.19,5.11,5.19,3487635
PGODLEW,20140617,4.60,4.60,4.23,4.57,1010
PHN,20140617,28.10,28.30,28.08,28.30,4826
PKNORLEN,20140617,40.52,41.39,40.52,41.20,806741
PKOBL1,20140617,103.00,103.00,102.80,102.80,100
PKOBP,20140617,40.25,40.61,39.92,40.02,4869036
PKOGS,20140617,98.85,98.85,98.85,98.85,285
PKPCARGO,20140617,76.90,79.00,74.75,79.00,756015
PLASTBOX,20140617,2.31,2.48,2.31,2.31,35364
PLAZACNTR,20140617,0.59,0.60,0.58,0.58,66009
POLICE,20140617,24.00,24.80,23.45,24.50,5235
POLMED,20140617,2.28,2.28,2.25,2.25,1317
POLNA,20140617,24.38,24.38,24.37,24.37,124
POLNORD,20140617,9.15,9.15,9.09,9.14,15608
POZBUD,20140617,5.12,5.23,5.10,5.20,21533
PRAGMAFA,20140617,15.80,15.80,15.80,15.80,98
PRAGMAINK,20140617,17.80,17.80,17.68,17.68,312
PRESCO,20140617,4.63,4.63,4.63,4.63,1
PROCAD,20140617,1.17,1.17,1.16,1.16,17
PROCHEM,20140617,23.40,23.79,23.40,23.67,316
PROJPRZEM,20140617,7.99,7.99,7.99,7.99,1050
PROTEKTOR,20140617,3.36,3.47,3.36,3.46,1256
PROVIDENT,20140617,31.53,31.53,31.00,31.00,409
PTI,20140617,17.37,17.38,17.37,17.38,1881
PULAWY,20140617,144.05,147.50,144.05,147.50,425
PWRMEDIA,20140617,1.48,1.48,1.48,1.48,1
PZU,20140617,451.20,457.00,450.50,452.60,126271
QUANTUM,20140617,4.20,4.20,4.20,4.20,200
QUERCUS,20140617,6.98,6.98,6.70,6.70,26140
QUMAK,20140617,13.37,13.79,13.37,13.55,4217
RADPOL,20140617,10.92,10.92,10.56,10.79,327
RAFAKO,20140617,4.43,4.48,4.42,4.43,38568
RAINBOW,20140617,16.36,16.40,15.92,16.40,22725
RANKPROGR,20140617,5.66,5.69,5.49,5.69,7001
RAWLPLUG,20140617,10.62,10.93,10.43,10.93,3271
RCCRUAOPEN,20140617,20.25,20.25,20.25,20.25,938
RCDGRAOPEN,20140617,14.82,14.82,14.82,14.82,5
RCGLDAOPEN,20140617,386.71,386.71,385.54,385.91,21
RCLNAGOPEN,20140617,11.41,11.41,11.41,11.41,5000
RCRTMAOPEN,20140617,68.40,68.40,68.40,68.40,5
RCRTXAOPEN,20140617,82.98,82.98,82.98,82.98,5
RCSCRAOPEN,20140617,128.43,128.43,128.43,128.43,36
RCSDAXOPEN,20140617,144.12,144.12,144.12,144.12,10
RCSILAOPEN,20140617,59.67,60.20,59.67,60.20,1601
RCWHTAOPEN,20140617,8.36,8.36,8.35,8.35,4244
REDAN,20140617,1.97,1.99,1.93,1.97,10661
REDWOOD,20140617,0.75,0.75,0.71,0.72,16622
REINHOLD,20140617,0.57,0.58,0.56,0.58,10775
RELPOL,20140617,7.40,7.40,7.22,7.40,5959
REMAK,20140617,9.00,9.00,9.00,9.00,2
RESBUD,20140617,7.70,7.70,7.39,7.50,1308
ROBYG,20140617,2.34,2.39,2.34,2.34,5818
RONSON,20140617,1.48,1.48,1.48,1.48,6566
ROPCZYCE,20140617,26.38,26.38,25.90,25.90,333
ROVESE,20140617,1.38,1.44,1.35,1.44,202058
SANOK,20140617,40.42,41.40,40.42,40.98,1100
SCOPAK,20140617,1.02,1.02,0.92,0.96,9920
SECOGROUP,20140617,26.90,27.98,26.90,27.54,1216
SEKO,20140617,8.07,8.07,8.07,8.07,10
SELENAFM,20140617,20.71,21.40,20.66,20.70,319
SERINUS,20140617,8.12,8.29,8.12,8.15,13368
SFINKS,20140617,1.64,1.67,1.64,1.66,16025
SIMPLE,20140617,9.20,9.89,9.20,9.89,360
SKOK,20140617,2.37,2.37,2.29,2.37,1132
SKOTAN,20140617,1.71,1.73,1.70,1.72,63140
SKYLINE,20140617,1.15,1.15,1.01,1.14,3158
SMT,20140617,19.35,19.60,19.15,19.60,888
SNIEZKA,20140617,37.51,37.51,37.00,37.00,997
SOBIESKI,20140617,37.30,37.30,37.28,37.30,300
SOLAR,20140617,2.83,2.83,2.83,2.83,20
STALEXP,20140617,2.57,2.65,2.57,2.65,144712
STALPROFI,20140617,16.60,16.60,16.60,16.60,1219
STAPORKOW,20140617,17.50,18.00,17.00,17.98,1809
SUWARY,20140617,12.86,12.86,12.86,12.86,5
SWISSMED,20140617,0.48,0.49,0.48,0.49,5698
SYGNITY,20140617,16.50,16.57,16.30,16.40,718
SYNTHOS,20140617,4.49,4.52,4.48,4.51,1454984
TALANX,20140617,108.00,108.00,108.00,108.00,100
TALEX,20140617,16.60,16.60,16.39,16.39,135
TARCZYNSKI,20140617,11.30,11.36,11.30,11.35,546
TAURONPE,20140617,5.27,5.44,5.27,5.40,1641885
TESGAS,20140617,4.83,4.97,4.83,4.85,10246
TFONE,20140617,5.19,5.39,5.19,5.35,8028
TIM,20140617,6.38,6.68,6.38,6.68,4238
TOYA,20140617,4.80,4.92,4.80,4.92,40088
TRAKCJA,20140617,1.07,1.09,1.06,1.09,1729893
TRANSPOL,20140617,5.28,5.50,5.00,5.43,10288
TRITON,20140617,0.72,0.72,0.70,0.71,20150
TVN,20140617,15.95,16.03,15.75,16.03,28497
ULMA,20140617,74.85,74.85,72.50,72.50,34
UNIBEP,20140617,7.30,7.55,7.30,7.55,4290
UNICREDIT,20140617,28.50,28.50,28.10,28.10,125
UNIMA,20140617,2.73,2.73,2.70,2.73,330
