WIG20,20140616,2435.63,2450.26,2425.86,2447.01,438300.432
WIG20LEV,20140616,922.07,933.32,914.56,930.82,438300.432
WIG20SHORT,20140616,3174.41,3186.77,3155.90,3160.01,438300.432
WIG20TR,20140616,3770.14,3785.60,3770.14,3785.60,438300.432
WIG250,20140616,1254.29,1254.89,1247.15,1252.99,20679.892
WIG30,20140616,2600.76,2619.23,2592.22,2615.93,466467.308
WIG30LEV,20140616,1059.49,1074.74,1052.43,1072.01,466467.308
WIG30SHORT,20140616,4936.26,4952.04,4902.12,4908.22,466467.308
WIG30TR,20140616,3994.27,4013.08,3994.27,4013.08,466467.308
WIG50,20140616,3122.28,3141.48,3118.21,3141.48,55743.166
WIGDIV,20140616,1151.67,1156.35,1146.46,1156.15,338903.138
